sourced_business_id,business_name,city,state,module_id,module_name,category_ids,source_url,admin_review_status,fulfillment_modes,age_restricted_flag,why_fast_track,admin_review_url,recommended_action
2,"Gatlin's BBQ",Houston,TX,4,"Restaurants/Brick and Mortar","[14]","https://www.gatlinsbbq.com",pending,"["review_only","pickup_review_required","order_anywhere_review_required"]",no,"category_ids resolved + valid source_url + active module + non-age-restricted","https://admin.urbangoodzdelivery.com/admin/urban-goodz/sourced-businesses/2","Admin review -> approve (does NOT create a store)"
20,"Burn's Original BBQ",Houston,TX,4,"Restaurants/Brick and Mortar","[14]","https://www.burnsoriginalbbq.com",pending,"["review_only","pickup_review_required","order_anywhere_review_required"]",no,"category_ids resolved + valid source_url + active module + non-age-restricted","https://admin.urbangoodzdelivery.com/admin/urban-goodz/sourced-businesses/20","Admin review -> approve (does NOT create a store)"
28,"Seven Thirteen Boutique",Houston,TX,13,"Retail/Shopping","[98]","https://www.facebook.com/SEVENTHIRTEENBOUTIQUE",pending,"["review_only","pickup_review_required","order_anywhere_review_required"]",no,"category_ids resolved + valid source_url + active module + non-age-restricted","https://admin.urbangoodzdelivery.com/admin/urban-goodz/sourced-businesses/28","Admin review -> approve (does NOT create a store)"
31,"Anna J Custom Jewelry",Houston,TX,13,"Retail/Shopping","[90]","https://www.thehoustonblackpages.com",pending,"["review_only","pickup_review_required","order_anywhere_review_required"]",no,"category_ids resolved + valid source_url + active module + non-age-restricted","https://admin.urbangoodzdelivery.com/admin/urban-goodz/sourced-businesses/31","Admin review -> approve (does NOT create a store)"
32,"ChariT's Inspirational Creations",Houston,TX,13,"Retail/Shopping","[91]","https://www.thehoustonblackpages.com",pending,"["review_only","pickup_review_required","order_anywhere_review_required"]",no,"category_ids resolved + valid source_url + active module + non-age-restricted","https://admin.urbangoodzdelivery.com/admin/urban-goodz/sourced-businesses/32","Admin review -> approve (does NOT create a store)"
54,"Black Farmer Box",Houston,TX,5,"Grocery/Marketz","[25]","https://www.blackfarmerbox.com",pending,"["review_only","pickup_review_required","order_anywhere_review_required"]",no,"category_ids resolved + valid source_url + active module + non-age-restricted","https://admin.urbangoodzdelivery.com/admin/urban-goodz/sourced-businesses/54","Admin review -> approve (does NOT create a store)"
59,"Abandoned Nation",Houston,TX,13,"Retail/Shopping","[85]","https://www.google.com/search?q=Abandoned%20Nation%20Houston",pending,"["review_only","pickup_review_required","order_anywhere_review_required"]",no,"category_ids resolved + valid source_url + active module + non-age-restricted","https://admin.urbangoodzdelivery.com/admin/urban-goodz/sourced-businesses/59","Admin review -> approve (does NOT create a store)"
63,"Di'Vine Boutique",Houston,TX,13,"Retail/Shopping","[85]","https://www.blackbookhouston.com",pending,"["review_only","pickup_review_required","order_anywhere_review_required"]",no,"category_ids resolved + valid source_url + active module + non-age-restricted","https://admin.urbangoodzdelivery.com/admin/urban-goodz/sourced-businesses/63","Admin review -> approve (does NOT create a store)"
64,"Maison de Joie",Houston,TX,13,"Retail/Shopping","[89]","https://www.blackbookhouston.com",pending,"["review_only","pickup_review_required","order_anywhere_review_required"]",no,"category_ids resolved + valid source_url + active module + non-age-restricted","https://admin.urbangoodzdelivery.com/admin/urban-goodz/sourced-businesses/64","Admin review -> approve (does NOT create a store)"
65,"KickSpott HTX",Houston,TX,13,"Retail/Shopping","[95]","https://www.instagram.com/kickspotthtx",pending,"["review_only","pickup_review_required","order_anywhere_review_required"]",no,"category_ids resolved + valid source_url + active module + non-age-restricted","https://admin.urbangoodzdelivery.com/admin/urban-goodz/sourced-businesses/65","Admin review -> approve (does NOT create a store)"
93,"Social Tea HTX",Houston,TX,11,"Local Events/Creators","[130]","https://www.google.com/search?q=Social%20Tea%20HTX%20Houston",pending,"["review_only","pickup_review_required","order_anywhere_review_required"]",no,"category_ids resolved + valid source_url + active module + non-age-restricted","https://admin.urbangoodzdelivery.com/admin/urban-goodz/sourced-businesses/93","Admin review -> approve (does NOT create a store)"
119,"Lil Boy Blue BBQ",Dallas,TX,12,"Food Trucks","[13,50]","https://www.google.com/search?q=Lil%20Boy%20Blue%20BBQ+Dallas+TX",pending,"["review_only","pickup_review_required","order_anywhere_review_required"]",no,"category_ids resolved + valid source_url + active module + non-age-restricted","https://admin.urbangoodzdelivery.com/admin/urban-goodz/sourced-businesses/119","Admin review -> approve (does NOT create a store)"
120,"Shells & Tails 2 Geaux",Dallas,TX,12,"Food Trucks","[51]","https://www.google.com/search?q=Shells%20%26%20Tails%202%20Geaux+Dallas+TX",pending,"["review_only","pickup_review_required","order_anywhere_review_required"]",no,"category_ids resolved + valid source_url + active module + non-age-restricted","https://admin.urbangoodzdelivery.com/admin/urban-goodz/sourced-businesses/120","Admin review -> approve (does NOT create a store)"
137,"Rolling Rooster",Austin,TX,12,"Food Trucks","[52]","https://www.google.com/search?q=Rolling%20Rooster+Austin+TX",pending,"["review_only","pickup_review_required","order_anywhere_review_required"]",no,"category_ids resolved + valid source_url + active module + non-age-restricted","https://admin.urbangoodzdelivery.com/admin/urban-goodz/sourced-businesses/137","Admin review -> approve (does NOT create a store)"
142,"Kreyol Korner Caribbean Cuisine",Austin,TX,12,"Food Trucks","[55]","https://www.google.com/search?q=Kreyol%20Korner%20Caribbean%20Cuisine+Austin+TX",pending,"["review_only","pickup_review_required","order_anywhere_review_required"]",no,"category_ids resolved + valid source_url + active module + non-age-restricted","https://admin.urbangoodzdelivery.com/admin/urban-goodz/sourced-businesses/142","Admin review -> approve (does NOT create a store)"
143,"Brown's Bar-B-Que",Austin,TX,4,"Restaurants/Brick and Mortar","[14]","https://www.google.com/search?q=Brown's%20Bar-B-Que+Austin+TX",pending,"["review_only","pickup_review_required","order_anywhere_review_required"]",no,"category_ids resolved + valid source_url + active module + non-age-restricted","https://admin.urbangoodzdelivery.com/admin/urban-goodz/sourced-businesses/143","Admin review -> approve (does NOT create a store)"
155,"Big Johns BBQ",Huntsville,TX,4,"Restaurants/Brick and Mortar","[14]","https://www.google.com/search?q=Big%20Johns%20BBQ%20Huntsville",pending,"["review_only","pickup_review_required","order_anywhere_review_required"]",no,"category_ids resolved + valid source_url + active module + non-age-restricted","https://admin.urbangoodzdelivery.com/admin/urban-goodz/sourced-businesses/155","Admin review -> approve (does NOT create a store)"
166,"Saw's Soul Kitchen",Birmingham,AL,4,"Restaurants/Brick and Mortar","[14]","https://www.google.com/search?q=Saw's%20Soul%20Kitchen%20Birmingham",pending,"["review_only","pickup_review_required","order_anywhere_review_required"]",no,"category_ids resolved + valid source_url + active module + non-age-restricted","https://admin.urbangoodzdelivery.com/admin/urban-goodz/sourced-businesses/166","Admin review -> approve (does NOT create a store)"
169,"Johnny's Shrimp Boat",Birmingham,AL,12,"Food Trucks","[51]","https://www.google.com/search?q=Johnny's%20Shrimp%20Boat+Birmingham+AL",pending,"["review_only","pickup_review_required","order_anywhere_review_required"]",no,"category_ids resolved + valid source_url + active module + non-age-restricted","https://admin.urbangoodzdelivery.com/admin/urban-goodz/sourced-businesses/169","Admin review -> approve (does NOT create a store)"
177,"Rivet Boy's Clothing & Accessories",Atlanta,GA,13,"Retail/Shopping","[85]","https://www.google.com/search?q=Rivet%20Boy's%20Clothing%20%26%20Accessories%20Atlanta",pending,"["review_only","pickup_review_required","order_anywhere_review_required"]",no,"category_ids resolved + valid source_url + active module + non-age-restricted","https://admin.urbangoodzdelivery.com/admin/urban-goodz/sourced-businesses/177","Admin review -> approve (does NOT create a store)"
182,"Mary's Bar-B-Que",Atlanta,GA,4,"Restaurants/Brick and Mortar","[14]","https://www.google.com/search?q=Mary's%20Bar-B-Que+Atlanta+GA",pending,"["review_only","pickup_review_required","order_anywhere_review_required"]",no,"category_ids resolved + valid source_url + active module + non-age-restricted","https://admin.urbangoodzdelivery.com/admin/urban-goodz/sourced-businesses/182","Admin review -> approve (does NOT create a store)"
198,"Memphis BBQ Co.",Memphis,TN,12,"Food Trucks","[13,50]","https://www.google.com/search?q=Memphis%20BBQ%20Co.%20Memphis",pending,"["review_only","pickup_review_required","order_anywhere_review_required"]",no,"category_ids resolved + valid source_url + active module + non-age-restricted","https://admin.urbangoodzdelivery.com/admin/urban-goodz/sourced-businesses/198","Admin review -> approve (does NOT create a store)"
210,"Leon's Finest BBQ",Brazoria,TX,4,"Restaurants/Brick and Mortar","[14]","https://www.google.com/search?q=Leon's%20Finest%20BBQ%20Lake%20Jackson",pending,"["review_only","pickup_review_required","order_anywhere_review_required"]",no,"category_ids resolved + valid source_url + active module + non-age-restricted","https://admin.urbangoodzdelivery.com/admin/urban-goodz/sourced-businesses/210","Admin review -> approve (does NOT create a store)"
213,"Freeport Soul Shack",Brazoria,TX,12,"Food Trucks","[58]","https://www.google.com/search?q=Freeport%20Soul%20Shack%20Freeport",pending,"["review_only","pickup_review_required","order_anywhere_review_required"]",no,"category_ids resolved + valid source_url + active module + non-age-restricted","https://admin.urbangoodzdelivery.com/admin/urban-goodz/sourced-businesses/213","Admin review -> approve (does NOT create a store)"
