sourced_business_id,business_name,city,state,module_id,module_name,admin_review_status,category_ids,category_status,source_url,fulfillment_modes,age_restricted_flag,blocker_reason,recommended_action
1,"Lucille's",Houston,TX,4,"Restaurants/Brick and Mortar",pending,"[]","[]","https://www.lucilleshouston.com","["review_only","pickup_review_required","order_anywhere_review_required"]",no,"not_approved;category_ids_empty","Admin review;Assign category_ids"
2,"Gatlin's BBQ",Houston,TX,4,"Restaurants/Brick and Mortar",pending,"[14]","1","https://www.gatlinsbbq.com","["review_only","pickup_review_required","order_anywhere_review_required"]",no,"not_approved","Admin review"
3,"Gatlin's Fins & Feathers",Houston,TX,4,"Restaurants/Brick and Mortar",pending,"[]","[]","https://www.gatlinsfinsandfeathers.com","["review_only","pickup_review_required","order_anywhere_review_required"]",no,"not_approved;category_ids_empty","Admin review;Assign category_ids"
4,"Ms. Myrtle's Bakery",Houston,TX,6,"Home-Based Businesses",pending,"[]","[]","https://www.blackbookhouston.com/directory-listings/ms.-myrtle's-bakery","["review_only","pickup_review_required","order_anywhere_review_required"]",no,"not_approved;category_ids_empty","Admin review;Assign category_ids"
5,"DossCouture Designs",Houston,TX,13,"Retail/Shopping",pending,"[]","[]","https://www.dosscouturedesigns.com","["review_only","pickup_review_required","order_anywhere_review_required"]",no,"not_approved;category_ids_empty","Admin review;Assign category_ids"
6,"River Oaks Galleria Medspa",Houston,TX,14,"Beauty/Personal Care",pending,"[824]","1","https://www.blackbookhouston.com/directory-listings/river-oaks-galleria-medspa","["review_only","pickup_review_required","order_anywhere_review_required"]",no,"not_approved;inactive_module","Admin review;Activate module first"
7,"Beauty By Umar Hair Salon",Houston,TX,14,"Beauty/Personal Care",pending,"[]","[]","https://www.beautybyumar.com","["review_only","pickup_review_required","order_anywhere_review_required"]",no,"not_approved;category_ids_empty;inactive_module","Admin review;Assign category_ids;Activate module first"
8,"Makeda's Homemade Butter Cookies",Memphis,TN,5,"Grocery/Marketz",pending,"[]","[]","https://www.makedascookies.com","["review_only","pickup_review_required","order_anywhere_review_required"]",no,"not_approved;category_ids_empty","Admin review;Assign category_ids"
9,"Alcenia's",Memphis,TN,4,"Restaurants/Brick and Mortar",pending,"[]","[]","https://www.alcenias.com","["review_only","pickup_review_required","order_anywhere_review_required"]",no,"not_approved;category_ids_empty","Admin review;Assign category_ids"
10,"Alta Adams",Los Angeles,CA,4,"Restaurants/Brick and Mortar",pending,"[]","[]","https://www.altaadams.com","["review_only","pickup_review_required","order_anywhere_review_required"]",no,"not_approved;category_ids_empty","Admin review;Assign category_ids"
11,"Post & Beam",Los Angeles,CA,4,"Restaurants/Brick and Mortar",pending,"[]","[]","https://www.postandbeamla.com","["review_only","pickup_review_required","order_anywhere_review_required"]",no,"not_approved;category_ids_empty","Admin review;Assign category_ids"
